edge_type_id target_query source_query syn_weight weight_function weight_sigma delay dynamics_params model_template
1735 node_type_id=='476451456' pop_name=='i4Htr3a' -0.381852647798 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1736 node_type_id=='476451456' pop_name=='i4Sst' -0.381852647798 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1737 node_type_id=='476451456' pop_name=='e4Nr5a1' 7.60054353349 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1738 node_type_id=='476451456' pop_name=='i1Htr3a' -0.553027972675 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1739 node_type_id=='476451456' pop_name=='i5Sst' -0.368685315116 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1740 node_type_id=='476451456' pop_name=='e5noRbp4' 5.799611531619999 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
1741 node_type_id=='476451456' pop_name=='i6Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1742 node_type_id=='476451456' pop_name=='e6Ntsr1' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
1743 node_type_id=='481093525' pop_name=='e5Rbp4' 6.88043933207 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1744 node_type_id=='481093525' pop_name=='e23Cux2' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1745 node_type_id=='481093525' pop_name=='i6Pvalb' -1.80694572252 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1746 node_type_id=='481093525' pop_name=='e4Scnn1a' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1747 node_type_id=='481093525' pop_name=='i23Pvalb' -0.0 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1748 node_type_id=='481093525' pop_name=='i6Htr3a' -0.273319521054 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1749 node_type_id=='481093525' pop_name=='i5Htr3a' -0.273319521054 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1750 node_type_id=='481093525' pop_name=='i23Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1751 node_type_id=='481093525' pop_name=='e4Rorb' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1752 node_type_id=='481093525' pop_name=='e4other' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1753 node_type_id=='481093525' pop_name=='i5Pvalb' -1.80694572252 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1754 node_type_id=='481093525' pop_name=='i4Pvalb' -0.0 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1755 node_type_id=='481093525' pop_name=='i23Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1756 node_type_id=='481093525' pop_name=='i4Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1757 node_type_id=='481093525' pop_name=='i4Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1758 node_type_id=='481093525' pop_name=='e4Nr5a1' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1759 node_type_id=='481093525' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
1760 node_type_id=='481093525' pop_name=='i5Sst' -0.6073767134520001 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1761 node_type_id=='481093525' pop_name=='e5noRbp4' 6.88043933207 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1762 node_type_id=='481093525' pop_name=='i6Sst' -0.6073767134520001 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1763 node_type_id=='481093525' pop_name=='e6Ntsr1' 9.41244100632 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1764 node_type_id=='466632464' pop_name=='e5Rbp4' 12.0730852022 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
1765 node_type_id=='466632464' pop_name=='e23Cux2' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
1766 node_type_id=='466632464' pop_name=='i6Pvalb' -0.0843695601185 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1767 node_type_id=='466632464' pop_name=='e4Scnn1a' 86.9262134557 DirectionRule_EE 30.0 1.9 e2e.json static_synapse
1768 node_type_id=='466632464' pop_name=='i23Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1769 node_type_id=='466632464' pop_name=='i6Htr3a' -0.291647862139 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1770 node_type_id=='466632464' pop_name=='i5Htr3a' -0.291647862139 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1771 node_type_id=='466632464' pop_name=='i23Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1772 node_type_id=='466632464' pop_name=='e4Rorb' 86.9262134557 DirectionRule_EE 30.0 1.9 e2e.json static_synapse
1773 node_type_id=='466632464' pop_name=='e4other' 86.9262134557 DirectionRule_EE 30.0 1.9 e2e.json static_synapse
1774 node_type_id=='466632464' pop_name=='i5Pvalb' -0.843695601185 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1775 node_type_id=='466632464' pop_name=='i4Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1776 node_type_id=='466632464' pop_name=='i23Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1777 node_type_id=='466632464' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1778 node_type_id=='466632464' pop_name=='i4Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1779 node_type_id=='466632464' pop_name=='e4Nr5a1' 86.9262134557 DirectionRule_EE 30.0 1.9 e2e.json static_synapse
1780 node_type_id=='466632464' pop_name=='i1Htr3a' -0.437471793208 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1781 node_type_id=='466632464' pop_name=='i5Sst' -0.281231867062 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1782 node_type_id=='466632464' pop_name=='e5noRbp4' 12.0730852022 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
1783 node_type_id=='466632464' pop_name=='i6Sst' -0.281231867062 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1784 node_type_id=='466632464' pop_name=='e6Ntsr1' 28.371750225 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
1785 node_type_id=='324025371' pop_name=='e5Rbp4' 5.80531673835 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
1786 node_type_id=='324025371' pop_name=='e23Cux2' 5.1942307658999995 DirectionRule_EE 30.0 1.6 e2e.json static_synapse
1787 node_type_id=='324025371' pop_name=='i6Pvalb' -0.10676031401200001 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1788 node_type_id=='324025371' pop_name=='e4Scnn1a' 7.60802035707 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1789 node_type_id=='324025371' pop_name=='i23Pvalb' -0.7380959981049999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1790 node_type_id=='324025371' pop_name=='i6Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1791 node_type_id=='324025371' pop_name=='i5Htr3a' -0.382228284733 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1792 node_type_id=='324025371' pop_name=='i23Htr3a' -0.382228284733 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1793 node_type_id=='324025371' pop_name=='e4Rorb' 7.60802035707 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1794 node_type_id=='324025371' pop_name=='e4other' 7.60802035707 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1795 node_type_id=='324025371' pop_name=='i5Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1796 node_type_id=='324025371' pop_name=='i4Pvalb' -0.84353828355 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1797 node_type_id=='324025371' pop_name=='i23Sst' -0.395408570414 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1798 node_type_id=='324025371' pop_name=='i4Htr3a' -0.382228284733 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1799 node_type_id=='324025371' pop_name=='i4Sst' -0.382228284733 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1800 node_type_id=='324025371' pop_name=='e4Nr5a1' 7.60802035707 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1801 node_type_id=='324025371' pop_name=='i1Htr3a' -0.5535719985800001 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1802 node_type_id=='324025371' pop_name=='i5Sst' -0.369047999053 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1803 node_type_id=='324025371' pop_name=='e5noRbp4' 5.80531673835 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
1804 node_type_id=='324025371' pop_name=='i6Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1805 node_type_id=='324025371' pop_name=='e6Ntsr1' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
1806 node_type_id=='480122859' pop_name=='e5Rbp4' 4.95383130285 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
1807 node_type_id=='480122859' pop_name=='e23Cux2' 4.4323753762099996 DirectionRule_EE 30.0 1.6 e2e.json static_synapse
1808 node_type_id=='480122859' pop_name=='i6Pvalb' -0.0911014177675 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1809 node_type_id=='480122859' pop_name=='e4Scnn1a' 6.49212628636 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1810 node_type_id=='480122859' pop_name=='i23Pvalb' -0.629836962345 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1811 node_type_id=='480122859' pop_name=='i6Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1812 node_type_id=='480122859' pop_name=='i5Htr3a' -0.326165569785 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1813 node_type_id=='480122859' pop_name=='i23Htr3a' -0.326165569785 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1814 node_type_id=='480122859' pop_name=='e4Rorb' 6.49212628636 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1815 node_type_id=='480122859' pop_name=='e4other' 6.49212628636 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1816 node_type_id=='480122859' pop_name=='i5Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1817 node_type_id=='480122859' pop_name=='i4Pvalb' -0.71981367125 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1818 node_type_id=='480122859' pop_name=='i23Sst' -0.337412658398 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1819 node_type_id=='480122859' pop_name=='i4Htr3a' -0.326165569785 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1820 node_type_id=='480122859' pop_name=='i4Sst' -0.326165569785 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1821 node_type_id=='480122859' pop_name=='e4Nr5a1' 6.49212628636 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1822 node_type_id=='480122859' pop_name=='i1Htr3a' -0.472377721757 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1823 node_type_id=='480122859' pop_name=='i5Sst' -0.314918481172 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1824 node_type_id=='480122859' pop_name=='e5noRbp4' 4.95383130285 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
1825 node_type_id=='480122859' pop_name=='i6Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1826 node_type_id=='480122859' pop_name=='e6Ntsr1' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
1827 node_type_id=='476263004' pop_name=='e5Rbp4' 9.699756052969999 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1828 node_type_id=='476263004' pop_name=='e23Cux2' 8.7003872475 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
1829 node_type_id=='476263004' pop_name=='i6Pvalb' -0.0821626395075 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1830 node_type_id=='476263004' pop_name=='e4Scnn1a' 18.517716101199998 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1831 node_type_id=='476263004' pop_name=='i23Pvalb' -0.202870714833 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1832 node_type_id=='476263004' pop_name=='i6Htr3a' -0.284019000766 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1833 node_type_id=='476263004' pop_name=='i5Htr3a' -0.284019000766 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1834 node_type_id=='476263004' pop_name=='i23Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1835 node_type_id=='476263004' pop_name=='e4Rorb' 18.517716101199998 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1836 node_type_id=='476263004' pop_name=='e4other' 18.517716101199998 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1837 node_type_id=='476263004' pop_name=='i5Pvalb' -0.8216263950749999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1838 node_type_id=='476263004' pop_name=='i4Pvalb' -0.7404781091399999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1839 node_type_id=='476263004' pop_name=='i23Sst' -0.223157786316 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1840 node_type_id=='476263004' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1841 node_type_id=='476263004' pop_name=='i4Sst' -0.284019000766 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1842 node_type_id=='476263004' pop_name=='e4Nr5a1' 18.517716101199998 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1843 node_type_id=='476263004' pop_name=='i1Htr3a' -0.42602850115 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1844 node_type_id=='476263004' pop_name=='i5Sst' -0.273875465025 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1845 node_type_id=='476263004' pop_name=='e5noRbp4' 9.699756052969999 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1846 node_type_id=='476263004' pop_name=='i6Sst' -0.273875465025 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1847 node_type_id=='476263004' pop_name=='e6Ntsr1' 2.70417441477 DirectionRule_EE 30.0 3.5 e2e.json static_synapse
1848 node_type_id=='484635029' pop_name=='e5Rbp4' 3.75617938934 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1849 node_type_id=='484635029' pop_name=='e23Cux2' 8.95473166418 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1850 node_type_id=='484635029' pop_name=='i6Pvalb' -0.0 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1851 node_type_id=='484635029' pop_name=='e4Scnn1a' 4.17687148094 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1852 node_type_id=='484635029' pop_name=='i23Pvalb' -1.12737191051 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1853 node_type_id=='484635029' pop_name=='i6Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1854 node_type_id=='484635029' pop_name=='i5Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1855 node_type_id=='484635029' pop_name=='i23Htr3a' -0.298421976312 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1856 node_type_id=='484635029' pop_name=='e4Rorb' 4.17687148094 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1857 node_type_id=='484635029' pop_name=='e4other' 4.17687148094 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1858 node_type_id=='484635029' pop_name=='i5Pvalb' -0.84552893288 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1859 node_type_id=='484635029' pop_name=='i4Pvalb' -1.12737191051 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1860 node_type_id=='484635029' pop_name=='i23Sst' -0.8289499342000001 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1861 node_type_id=='484635029' pop_name=='i4Htr3a' -0.298421976312 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1862 node_type_id=='484635029' pop_name=='i4Sst' -0.8289499342000001 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1863 node_type_id=='484635029' pop_name=='e4Nr5a1' 4.17687148094 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1864 node_type_id=='484635029' pop_name=='i1Htr3a' -0.795791936831 DirectionRule_others 50.0 3.8 i2i.json static_synapse
1865 node_type_id=='484635029' pop_name=='i5Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1866 node_type_id=='484635029' pop_name=='e5noRbp4' 3.75617938934 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1867 node_type_id=='484635029' pop_name=='i6Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1868 node_type_id=='484635029' pop_name=='e6Ntsr1' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1869 node_type_id=='468120757' pop_name=='e5Rbp4' 15.0087557754 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1870 node_type_id=='468120757' pop_name=='e23Cux2' 13.4623991197 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
1871 node_type_id=='468120757' pop_name=='i6Pvalb' -0.127132990098 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1872 node_type_id=='468120757' pop_name=='e4Scnn1a' 28.6530792075 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1873 node_type_id=='468120757' pop_name=='i23Pvalb' -0.313908617524 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1874 node_type_id=='468120757' pop_name=='i6Htr3a' -0.439472064534 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1875 node_type_id=='468120757' pop_name=='i5Htr3a' -0.439472064534 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1876 node_type_id=='468120757' pop_name=='i23Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1877 node_type_id=='468120757' pop_name=='e4Rorb' 28.6530792075 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1878 node_type_id=='468120757' pop_name=='e4other' 28.6530792075 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1879 node_type_id=='468120757' pop_name=='i5Pvalb' -1.2713299009799999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1880 node_type_id=='468120757' pop_name=='i4Pvalb' -1.14576645397 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1881 node_type_id=='468120757' pop_name=='i23Sst' -0.345299479277 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1882 node_type_id=='468120757' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1883 node_type_id=='468120757' pop_name=='i4Sst' -0.439472064534 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1884 node_type_id=='468120757' pop_name=='e4Nr5a1' 28.6530792075 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1885 node_type_id=='468120757' pop_name=='i1Htr3a' -0.6592080968 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1886 node_type_id=='468120757' pop_name=='i5Sst' -0.423776633658 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1887 node_type_id=='468120757' pop_name=='e5noRbp4' 15.0087557754 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1888 node_type_id=='468120757' pop_name=='i6Sst' -0.423776633658 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1889 node_type_id=='468120757' pop_name=='e6Ntsr1' 4.18425918585 DirectionRule_EE 30.0 3.5 e2e.json static_synapse
1890 node_type_id=='509003464' pop_name=='e5Rbp4' 14.093072803 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
1891 node_type_id=='509003464' pop_name=='e23Cux2' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
1892 node_type_id=='509003464' pop_name=='i6Pvalb' -0.098485708765 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1893 node_type_id=='509003464' pop_name=='e4Scnn1a' 101.470124182 DirectionRule_EE 30.0 1.9 e2e.json static_synapse
1894 node_type_id=='509003464' pop_name=='i23Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1895 node_type_id=='509003464' pop_name=='i6Htr3a' -0.340444425361 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1896 node_type_id=='509003464' pop_name=='i5Htr3a' -0.340444425361 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1897 node_type_id=='509003464' pop_name=='i23Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1898 node_type_id=='509003464' pop_name=='e4Rorb' 101.470124182 DirectionRule_EE 30.0 1.9 e2e.json static_synapse
1899 node_type_id=='509003464' pop_name=='e4other' 101.470124182 DirectionRule_EE 30.0 1.9 e2e.json static_synapse
1900 node_type_id=='509003464' pop_name=='i5Pvalb' -0.98485708765 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1901 node_type_id=='509003464' pop_name=='i4Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1902 node_type_id=='509003464' pop_name=='i23Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1903 node_type_id=='509003464' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1904 node_type_id=='509003464' pop_name=='i4Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1905 node_type_id=='509003464' pop_name=='e4Nr5a1' 101.470124182 DirectionRule_EE 30.0 1.9 e2e.json static_synapse
1906 node_type_id=='509003464' pop_name=='i1Htr3a' -0.51066663804 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1907 node_type_id=='509003464' pop_name=='i5Sst' -0.328285695883 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1908 node_type_id=='509003464' pop_name=='e5noRbp4' 14.093072803 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
1909 node_type_id=='509003464' pop_name=='i6Sst' -0.328285695883 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1910 node_type_id=='509003464' pop_name=='e6Ntsr1' 33.1187210873 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
1911 node_type_id=='476104386' pop_name=='e5Rbp4' 1.61566289218 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1912 node_type_id=='476104386' pop_name=='e23Cux2' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1913 node_type_id=='476104386' pop_name=='i6Pvalb' -0.7028347859890001 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1914 node_type_id=='476104386' pop_name=='e4Scnn1a' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1915 node_type_id=='476104386' pop_name=='i23Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1916 node_type_id=='476104386' pop_name=='i6Htr3a' -0.565696291162 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1917 node_type_id=='476104386' pop_name=='i5Htr3a' -0.565696291162 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1918 node_type_id=='476104386' pop_name=='i23Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1919 node_type_id=='476104386' pop_name=='e4Rorb' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1920 node_type_id=='476104386' pop_name=='e4other' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1921 node_type_id=='476104386' pop_name=='i5Pvalb' -0.7028347859890001 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1922 node_type_id=='476104386' pop_name=='i4Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1923 node_type_id=='476104386' pop_name=='i23Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1924 node_type_id=='476104386' pop_name=='i4Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1925 node_type_id=='476104386' pop_name=='i4Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1926 node_type_id=='476104386' pop_name=='e4Nr5a1' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1927 node_type_id=='476104386' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
1928 node_type_id=='476104386' pop_name=='i5Sst' -0.685692474135 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1929 node_type_id=='476104386' pop_name=='e5noRbp4' 1.61566289218 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1930 node_type_id=='476104386' pop_name=='i6Sst' -0.685692474135 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1931 node_type_id=='476104386' pop_name=='e6Ntsr1' 2.5850606274900003 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1932 node_type_id=='504608602' pop_name=='e5Rbp4' 2.49845630443 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1933 node_type_id=='504608602' pop_name=='e23Cux2' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1934 node_type_id=='504608602' pop_name=='i6Pvalb' -1.0868616284600001 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1935 node_type_id=='504608602' pop_name=='e4Scnn1a' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1936 node_type_id=='504608602' pop_name=='i23Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1937 node_type_id=='504608602' pop_name=='i6Htr3a' -0.874791066808 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1938 node_type_id=='504608602' pop_name=='i5Htr3a' -0.874791066808 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1939 node_type_id=='504608602' pop_name=='i23Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1940 node_type_id=='504608602' pop_name=='e4Rorb' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1941 node_type_id=='504608602' pop_name=='e4other' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1942 node_type_id=='504608602' pop_name=='i5Pvalb' -1.0868616284600001 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1943 node_type_id=='504608602' pop_name=='i4Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1944 node_type_id=='504608602' pop_name=='i23Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1945 node_type_id=='504608602' pop_name=='i4Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1946 node_type_id=='504608602' pop_name=='i4Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1947 node_type_id=='504608602' pop_name=='e4Nr5a1' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1948 node_type_id=='504608602' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
1949 node_type_id=='504608602' pop_name=='i5Sst' -1.06035280825 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1950 node_type_id=='504608602' pop_name=='e5noRbp4' 2.49845630443 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1951 node_type_id=='504608602' pop_name=='i6Sst' -1.06035280825 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1952 node_type_id=='504608602' pop_name=='e6Ntsr1' 3.99753008709 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1953 node_type_id=='478828646' pop_name=='e5Rbp4' 8.8388110181 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1954 node_type_id=='478828646' pop_name=='e23Cux2' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1955 node_type_id=='478828646' pop_name=='i6Pvalb' -2.3212546453 DirectionRule_others 50.0 1.6 i2i.json static_synapse
